Window	RT_s	RI	Annotated	X001	X002	X003	X004	X005	X006	X007	X008	X009	X010	X011	X012	X013	X014	X015	X016	X017	X018	X019	X020	X021	X022	X023	X024	X025	X026	X027	X028	X029	X030	X031	X032	X033	X034	X035	X036	X037	X038	X039	X040	X041	X042	X043	X044	X045	X046	X101	X102	X103	X104	X105	X106	X107	X108	X109	X109_1	X110	X111	X112	X113	X114	X115	X116	X117	X118	X119	X120	X121	X122	X123	X124	X125	X126	X127	X128	X129	X130	X131	X132	X133	X134
75	Win014_C03	1126.85	-99	4821626	4977942	3655695	4812150	5445663	2882858	4230497	4881185	3662900	4518327	3458857	5231852	5299957	2933963	3932222	3996798	2688775	1743215	2456505	3256143	3692610	4959650	5504845	4078126	3422770	2694383	2811193	2992431	2788522	2846156	3754548	2861851	2174136	3037161	1988087	2730281	2392210	3274044	2598227	2872586	2413766	2737297	3233558	2677076	3103837	3265541	3490576	3588504	4841463	2767434	2916452	4097410	2630850	4610897	2941151	1848008	1736456	1774986	2588928	4589681	3396406	2263015	4346289	2357834	3110746	2383927	2006034	2619236	4137036	2410811	3135540	2047019	3199300	1380280	3259006	2251837	2334180	2292221	1583157	1519046	2880994
76	Win014_C04	1132.3	-99	1359768	1067944	744368	652297	749196	510216	873878	585023	624416	444716	595207	682389	819924	603562	688157	772261	432371	553760	228105	554412	750365	926404	801257	768992	767885	697844	833175	385079	248344	533653	262100	296331	243371	578670	276897	382524	102460	751728	199316	229784	198510	109626	476074	669050	981156	539571	355808	461750	448761	382280	531858	268154	399658	349185	454737	386646	280517	216535	466880	374855	476077	489035	523405	162542	669989	650629	259438	245748	637703	630035	376113	243089	346172	180504	211263	320542	341197	302683	399290	172257	199497
77	Win014_C05	1135.83	-99	894591	639876	861819	719315	889499	634127	826734	601272	836677	748778	817440	789543	1063246	926322	816663	624111	882064	298525	425618	513869	580447	703129	478097	601504	594120	507823	475518	767732	652000	576146	725362	524611	487395	925319	418047	565995	575126	619239	660735	638656	582546	497894	944620	694543	562778	553219	625754	851682	1022889	610797	636429	817483	608192	908410	677883	539289	366765	449042	816987	868242	847581	496936	899272	508221	591142	516158	412018	560916	838508	632062	704491	519339	693718	376207	519810	659927	855856	975437	677867	389820	616343
78	Win014_C06	1141.29	-99	895578	753272	641104	461620	495928	440753	557689	553805	652249	488167	538544	797720	924524	303981	503252	601700	194097	335693	202413	369204	455323	813123	588887	594117	385639	265567	337057	44370	20376	13380	9900	27944	23351	107340	28865	40504	4942	295838	9209	42731	20662	22529	24496	456511	602406	430495	86068	31453	279770	183384	282821	372658	116136	345828	577084	453609	240735	58283	284408	290895	482414	383223	395792	82107	268543	334161	134950	172640	532127	380888	314645	36710	136534	6680	37329	20959	319	3646	31574	32123	3957
79	Win014_C07	1143.54	-99	1111603	832606	885903	781705	693647	846984	1149830	1139865	778710	976066	574331	1026239	696162	494048	728984	551031	533078	351137	361543	862478	539224	1303456	1028782	986504	948968	676990	483649	807711	1026357	544296	864031	847205	521866	290500	480578	523432	682934	1434464	769613	1298596	640750	665639	595308	715962	899795	575516	1155673	620682	563891	687606	493339	982053	369261	1198615	469436	328336	263931	384043	814656	607405	612500	369281	757858	773230	629438	776380	289489	592815	658511	572201	404385	386986	563021	685835	422290	255925	216950	329271	190205	645312	649455
80	Win014_C08	1146.74	-99	751884	558958	413280	410737	349382	343267	589696	586063	480127	512705	335004	524697	497062	283679	400465	379734	115353	180885	216388	396198	308744	723634	594676	620549	332545	312157	209980	413747	318461	161336	418262	328541	252237	190148	198937	228837	378460	444635	386169	436894	295151	397443	334324	368613	493639	330868	392087	325817	364107	405798	206538	568699	215567	558362	317857	179323	232427	182028	416666	402666	412754	235934	430721	398041	310883	367481	165474	267131	348630	241169	152570	204754	319212	252023	257257	139372	140935	222821	130341	260859	334921
81	Win014_C09	1147.39	-99	55137	58296	46139	85768	87917	150715	70090	54948	74016	47227	106071	41964	78702	58516	54159	42929	338890	48742	28417	50247	51226	77134	90236	68623	366704	151576	206336	20505	101128	272973	32437	18566	18170	80387	34742	39140	8496	73053	39657	56088	31217	30757	24642	43665	69780	53954	42601	33120	48466	35990	55819	72980	62272	55800	75508	42650	74872	58429	72521	40907	44794	43917	59208	56305	40124	32586	38014	61473	178289	57743	362510	35560	46257	20331	43817	15235	21450	15672	30759	25213	20861
82	Win014_C10	1158.3	-99	300284	207434	230667	205979	254969	183592	269721	208505	278411	183144	261823	175272	268001	177734	269623	269541	254182	151561	150944	118633	215230	283823	304521	243554	232991	145927	158551	148514	152160	126413	219199	167449	87655	117477	161758	162849	209674	128622	220973	244368	152937	194073	276914	206335	107579	130834	248190	147784	199157	338156	116721	217965	143108	234887	258178	130009	152802	117886	246367	230235	187600	80487	179131	91248	195996	170405	149118	132770	207719	160274	216369	99508	257377	156250	31159	178708	134771	209117	204527	141093	265391
83	Win015_C01	1170.49	-99	165842	249381	165515	251928	331480	485964	149310	167511	142721	165717	308051	146178	248867	182376	219200	118717	528466	170648	120107	130424	202337	333132	216494	245541	577214	672574	546763	70628	171879	1459467	102953	67777	41085	246976	111218	78041	36721	236021	96780	151563	72188	86294	101974	218280	273897	263974	112620	117487	164481	131300	220711	214044	291947	199639	129112	160863	157761	81532	167318	143090	117050	133213	216701	71934	159368	100911	103634	148546	860884	198101	511865	103730	187273	40478	72703	81482	53176	30890	84628	45273	64497
84	Win015_C02	1176.59	-99	656632	589623	478046	488818	391020	250273	556887	473339	554305	376550	398979	554771	597625	257232	462276	509620	196951	293650	167600	337895	397664	682201	465842	396184	339703	203700	303645	150392	106865	65989	85066	135729	88786	198967	60748	114468	26194	261422	116289	147685	77747	85572	135562	396316	395237	231244	232150	113026	301409	261439	217609	298952	147320	381665	379722	246783	210423	91399	263612	275930	411472	196468	353609	104476	271591	265555	125344	179907	384889	319714	231567	90158	145391	22920	62026	42389	66515	88038	71135	40158	102170
85	Win015_C03	1183.65	-99	494412	511140	289126	477379	353492	274518	357021	569204	291952	398707	215338	456150	454644	210384	453144	314457	163637	57999	181695	219845	269731	607767	474646	388885	335784	187469	188846	612591	361940	244285	402653	314162	238898	324144	179499	432848	217673	255914	255422	470694	394285	286113	478417	176583	216506	252047	441015	367191	228202	209609	132984	380621	191931	257659	147489	73524	105654	116468	175234	198603	255002	129583	266719	127132	209062	186694	92498	177396	326923	112268	149565	82827	241551	102388	298267	163112	172891	205748	66686	187673	262597
86	Win015_C04	1188.79	-99	173530	125228	83876	203546	138475	276071	157427	139004	154486	107176	118564	110205	184268	110047	90428	108681	273906	120591	83597	126581	95273	162522	254648	164500	255867	421743	577440	42672	172653	686941	67113	72171	45229	187328	41597	72671	32467	166884	72544	108104	54736	60607	62235	72015	140624	144441	107905	83388	129496	101924	108096	175223	159558	126029	237673	83251	194343	186166	138948	87884	132610	111480	166639	134175	84934	68992	86551	141447	529093	138047	387758	76808	147801	51887	84546	46823	59720	36265	72599	39297	73073
87	Win015_C05	1193.6	-99	107412	113221	85768	103121	134994	312791	116059	91984	97967	70245	305047	87816	117948	79900	95081	88136	336676	99555	55738	76935	91778	112037	76415	82007	88904	265929	269159	21691	43551	136504	29044	22967	27067	81176	55882	30302	7016	87847	37440	62520	23729	29843	29619	76892	90085	77524	30961	31256	70511	60082	54857	94016	100373	84656	119960	101905	59748	83593	91038	82139	91689	70306	105421	44270	96934	81203	45249	87343	178418	121414	508326	34221	53623	12909	15354	23301	22960	8307	27097	21517	18419
88	Win015_C06	1200.02	-99	1126020	896883	698132	1016219	782841	925842	1064922	1040514	809791	738706	575314	789865	1019167	560389	777711	638910	616505	432885	428909	512265	573423	1069518	1045031	1111757	811297	1374343	1433952	821313	672621	2515615	555333	498034	457597	575839	574472	537237	626702	886813	661197	941122	547416	607159	573618	640367	912755	748043	762663	430199	610117	568829	482733	881428	710494	768957	612426	446630	470893	372526	716897	543826	684037	426506	778013	613451	568553	601273	387019	574820	1914776	632397	662247	376126	583221	276864	381872	291975	306151	316051	269191	380510	471473
89	Win015_C07	1202.58	-99	594582	428309	416095	397937	361128	347836	502817	541936	408268	501659	345620	562221	417109	258497	394194	317549	287799	171209	226480	312181	314309	541867	605739	575312	432579	263147	254898	357154	252878	149272	355237	233756	208250	165687	194151	208717	321968	321459	289935	377571	233068	277087	271194	348947	444549	323871	375089	249787	314423	293482	207631	495795	214610	387454	233892	163670	192560	171617	350337	316055	354848	200026	332176	347198	255585	305330	160113	251416	334738	313883	269949	230501	316878	205869	225333	110811	147482	168461	123744	235725	252208
90	Win016_C01	1223.44	-99	697354	939406	780939	925805	823350	530587	1133926	1161329	832761	947192	409086	1031129	1077835	273413	668187	604963	250138	135346	369199	759361	543135	1631140	3515491	914017	836531	467052	381938	1279577	945543	544587	704656	553596	316631	408664	476966	651901	227903	756496	500467	915762	903616	514560	666772	624814	540723	811896	721127	464401	442492	486517	381021	908172	335987	1230582	338442	325253	156813	204724	454128	651943	463275	136255	668878	481928	419822	362374	124505	224245	393105	239795	272362	181838	344416	297289	253872	73345	300719	256867	160873	143152	386550
91	Win016_C02	1226.33	-99	2732316	3502892	1499699	3032754	3219830	1595602	2321862	3237010	1468016	2074717	1933367	3978996	2811151	1227438	1870951	1890907	1204497	1261119	1143051	1597072	1507559	3000142	3696220	2427333	1984459	3560587	1993462	2256077	1371404	1561966	1467315	1820975	488973	640869	492615	960189	1073689	2018463	872178	1628956	1213005	911451	970832	1354225	1568140	1868469	1822032	1799663	2120088	1225958	1432086	2991868	1110060	3166102	1587357	1077355	1126502	678340	1128854	1510632	1150078	925479	2766491	918586	1536459	1522913	654940	1532168	2145788	1046401	1582595	988706	2085584	643227	1122174	686699	395693	685133	238050	844010	1436669
92	Win016_C03	1231.15	-99	181046	170757	88053	183374	167159	309440	211769	152924	176010	122462	134541	124952	228665	145723	171300	147562	211383	141686	86116	128639	126234	181235	219325	204851	195905	563175	764408	49663	123316	952431	39841	78328	37638	167356	51192	77259	33405	224106	72555	128250	64305	49023	66694	94268	236805	152076	92138	100565	121203	111663	146247	180630	243712	147399	170570	130318	148816	140769	186340	100823	129573	121943	156201	144564	116152	118548	123622	144226	666056	189721	235672	84421	164841	32513	62074	59153	65330	44841	66115	45041	47819
93	Win016_C04	1234.04	-99	351327	138723	200234	354009	265472	181594	237766	172401	174005	232603	208058	108476	130855	157285	207097	36645	224295	322543	336952	361951	192527	169969	232816	126051	189004	327879	191153	166848	176098	105897	209248	307135	260746	264053	124508	135129	171495	199689	98957	161752	201700	89924	296737	97171	184529	213709	206755	173930	162171	338146	131260	243916	313268	270378	537134	335672	85107	179395	267850	134669	214804	117537	147747	76982	107146	137239	126476	209526	205702	193498	178534	21630	373445	190795	398116	271741	210021	413024	235797	368871	114967
94	Win016_C05	1236.6	-99	235960	187305	129303	190942	148721	294747	211212	174713	221314	107720	154974	149607	263513	156188	169195	189212	159057	123612	97564	155045	132468	242905	296336	226732	327522	419186	631187	40547	123749	615528	61586	112626	39975	171113	35439	66380	16632	148878	75390	101303	37457	53619	63787	90495	170880	130766	111326	93426	166583	138985	200083	178226	203471	153287	262667	97839	244950	211192	222316	141821	154753	136699	201774	123285	87494	96053	117298	175799	510834	197310	200139	101224	168867	47099	75039	44749	21288	9735	63282	50656	81561
95	Win016_C06	1238.53	-99	1734903	1384466	1115425	1392412	1392064	831416	1371173	1624942	1068667	1560389	1015323	1482118	1485843	801829	1072464	1066675	885370	594934	708365	699632	1141244	1866376	1347968	1412124	947535	743281	741795	1320787	1088970	725182	1356813	1409981	688203	862385	684122	1015596	941655	827220	935035	970002	906178	1012658	1121307	1210204	936218	846835	1068770	1047875	1494165	1015893	808497	1132721	759457	1059474	762084	572532	488945	562270	688808	922184	879434	721615	1187067	872965	864723	833830	489531	719836	998950	694997	752885	722560	845739	517425	1452520	633958	763529	675588	389130	553780	900241
96	Win016_C07	1243.66	-99	416568	409638	290674	206201	158644	167374	328224	382912	385422	299576	197088	253938	268892	61027	162567	215784	50658	77382	105384	174959	113162	559918	576775	546072	403172	95155	204949	275915	195714	255533	304837	304173	146739	217276	70607	146435	150506	212873	262891	252849	217093	111901	224877	234978	288046	280299	383795	241932	198484	204235	155527	282919	116622	193155	252953	136849	119326	82380	120270	304520	206693	111157	276272	100481	185024	89785	131750	106246	378743	105191	108338	48960	281954	98724	270688	114478	178616	195783	54421	95277	77476
97	Win016_C08	1249.12	-99	106853	127906	72180	118151	181780	543823	117647	98427	89866	73346	566440	69635	144746	70950	87745	86185	740860	131647	55212	76841	103454	139532	80757	78791	120331	439041	430610	18944	40633	253065	34265	37290	25417	89169	68979	26802	4257	91434	45765	112073	22463	22489	27478	93385	94751	95347	48210	45929	87592	64211	72352	111128	148958	76190	136155	106862	73031	91559	99144	76233	95414	65732	126120	40036	128741	67582	38963	98206	294273	113036	1062233	39186	63128	11251	32866	27246	26965	20259	31392	18542	31595
98	Win016_C09	1253.61	-99	1510079	975383	1234344	1309982	689396	1035492	1374568	1446221	1319822	1105199	769373	1525465	1054387	755983	1127306	803969	570551	425638	431661	781507	731683	1387517	1295080	1568178	968430	714492	581592	781901	665340	445908	639990	673755	454658	350632	454942	326075	596808	662779	701539	850884	536438	577398	377311	847200	1326541	853084	711320	506322	792414	1170376	564936	1416052	602597	1468795	515446	373570	452820	372211	952944	937636	868707	477930	932359	1005251	798041	1144318	365984	630661	839669	624136	564074	573043	747166	368360	560022	251682	212714	311422	240363	422530	479894
99	Win016_C10	1256.18	-99	597903	387218	405348	359886	310036	333322	530425	489764	463954	455766	313123	440911	355037	249280	412700	319092	274458	159170	216105	372886	274263	543533	562321	608268	424328	239374	218025	475590	311933	70484	344725	283848	341721	172049	244957	243296	401959	403444	350264	339593	255899	289125	215314	312077	451229	350194	343112	226561	316682	396591	230254	553751	170866	524507	248756	198551	179781	174166	410326	417891	361660	192744	360410	401537	274167	340321	169790	246250	285085	234293	316565	185652	337267	202322	273465	206294	127497	235644	159365	218128	280395
100	Win016_C11	1258.1	-99	113193	118887	99468	124719	235902	431641	194522	148889	75913	73888	135901	93082	244298	168228	106446	107851	341796	197706	136408	106196	165304	163064	221661	90753	135675	865859	750656	194453	122279	1516458	57065	181099	103990	592446	116473	53352	106773	142694	191888	259074	168090	153356	58961	58540	92934	100817	66086	210547	150344	136882	115402	162303	567044	96935	290711	82971	153043	127303	198548	81142	62865	106871	233718	100972	129114	53397	56934	147639	585925	264863	453237	61307	159688	46390	95144	120087	46853	41364	86328	160903	94083
101	Win016_C12	1264.84	-99	236443	229386	138112	289163	222267	364398	256832	166464	219597	143500	150661	159213	323135	174901	185808	165930	137974	170637	107412	137209	163985	290060	318365	259794	289679	722307	747417	55019	144714	1336204	65847	76748	51432	183635	58726	66302	14016	271991	52978	142789	62162	60361	79148	159414	243401	210621	125390	80520	178334	124986	166574	218606	320740	179967	220726	143753	223033	137492	222349	160423	156913	144538	237035	118755	146323	125860	123425	169793	902038	193054	180066	86879	179982	18507	37071	55777	36910	21940	52070	55114	42847
102	Win016_C13	1269.98	-99	60152	72344	62771	111678	134949	96987	93411	72463	55741	40439	97016	133347	46858	72451	119338	76444	145420	121750	163662	111629	56750	97184	67283	42730	66113	149209	105109	91335	79659	70819	55342	57094	85431	105537	71339	68001	59169	88211	46782	55528	41866	39520	88994	52198	37306	66755	80208	88605	27943	139119	99950	68281	138034	95884	210167	193290	24302	65198	65977	70880	76020	65845	59607	83390	56780	47898	24044	60244	69509	119860	155367	22971	50690	89855	68698	76104	65205	95399	72728	84694	43816
103	Win016_C14	1273.19	-99	48994	47069	36495	27439	58519	188123	50050	42319	37155	45065	147486	72215	89227	25655	35942	20497	190799	35425	21176	35058	36025	54480	49514	45609	29764	182839	182072	23233	3739	78243	21157	9327	6442	14369	14924	3516	4380	33670	8250	28069	5812	3813	11622	37831	36961	28143	20394	15039	26629	15746	11535	26723	47277	23196	48947	23835	3970	8900	55647	32396	28336	16218	75593	9434	33063	8897	1331	37124	112352	38032	335215	3838	39038	7054	22680	9272	10832	9127	4690	4915	4594
104	Win017_C01	1279.93	-99	69076	71703	45676	85583	215508	465634	77955	77014	67661	45185	559986	67593	106956	57231	61809	66956	1327024	77663	39513	45925	58633	90341	72740	59015	97028	211577	238100	21910	68984	256572	44456	47056	25847	92167	68281	29153	13455	72365	39336	122987	27792	34468	42613	48219	67080	97535	55954	38094	51063	40974	51395	62190	97750	49732	91541	54861	57044	86861	55726	45701	63185	36360	80465	60175	73400	48186	38048	60878	176072	63450	1263954	38356	57928	21309	31535	31002	33451	24823	37513	26827	44032
105	Win017_C02	1290.84	-99	1166849	1108272	796104	804890	866977	513112	992241	770477	1184582	1178603	695898	839445	1123822	576312	769949	627814	320367	219623	402675	590164	588402	1254237	951227	1178955	869003	344734	599451	901919	502179	255644	541303	457541	521814	700213	261797	546850	261728	468268	415796	474889	427924	277240	590999	280536	495881	652109	1017910	443894	752541	647361	657909	897648	353848	958949	460961	148967	285501	209948	505975	630845	513056	411878	629870	239683	420842	476133	276634	327999	564628	352583	312541	164616	421665	194251	536332	182223	225703	325658	198573	274399	255332
106	Win017_C03	1299.82	-99	250722	267769	220019	380104	269032	260333	303061	336284	250862	229676	270102	504673	348653	152702	236216	166196	279130	211268	278662	258188	184839	254597	314351	234371	251427	418348	400931	309342	581644	916099	293049	273950	225243	423355	283339	436391	117544	359360	266082	355784	276385	181663	438723	155821	186623	141669	442822	346973	214517	254186	156388	256106	379716	220327	324892	258261	227959	154026	229163	156135	151223	142908	281797	131013	145267	151079	79207	185868	397561	164745	305144	71689	183645	243657	145876	165935	311997	204991	207536	174458	187725
107	Win017_C04	1307.2	-99	1624708	1129184	1098896	1059082	924539	1047904	1449343	1502321	1120898	1375733	813483	1169530	1098234	694031	1025225	704166	701873	437376	498021	1098912	766576	1784438	1419166	1476032	1342338	904635	694985	1024666	912371	636307	1030108	938589	660333	470766	549047	613600	991087	1341218	980490	1342919	726086	853097	703525	938721	1307401	835064	1144754	747990	841793	932011	536595	1451011	480845	1446843	654251	434937	465733	449369	1007076	953492	943906	505174	1044674	1082649	690094	873235	371777	721325	954991	707542	688861	462043	710837	585840	687478	343383	294449	472378	321703	657976	715169
108	Win018_C01	1318.76	-99	293456	386523	319977	492857	534410	687651	413329	332626	444756	291609	652167	336033	379259	353134	507021	293430	972904	584632	669670	497585	352182	402856	386782	295628	342924	729247	801486	250491	385305	666674	267274	298757	351924	560348	345996	379726	93951	387182	262292	321260	215474	236029	394044	251231	244530	268485	313352	474848	216733	533273	411700	366684	679197	359197	896352	654993	274689	311039	342114	281642	243306	261306	309138	354263	247188	180161	154827	304303	552938	353992	1178060	128143	347532	296829	326167	406668	516102	439785	408197	290267	183817
109	Win018_C02	1324.53	-99	167124	137572	83119	335995	233058	222914	154973	87521	122083	108083	152676	103234	163407	106039	135843	122531	246440	107796	92976	141820	122811	165544	284512	190735	125012	159829	289148	57293	241950	496380	69258	72703	37936	163020	92112	51731	15324	277916	70065	95038	78766	61646	73195	81679	139036	168829	132814	112850	145703	102551	137668	154626	129996	185569	186413	117914	125971	87174	97016	99790	146213	88887	159312	94403	104080	94754	77310	82917	397834	126278	402651	53331	76765	51523	37016	43368	26106	39796	62409	56440	35475
110	Win018_C03	1327.1	-99	99677	167257	152326	141799	256123	306541	172740	130699	139127	131203	345271	126536	150828	139303	203045	89430	686271	558919	492084	278008	124579	157278	100466	126861	141234	666719	420546	107206	161107	185790	154615	116016	203484	156447	171459	154460	18760	192861	76497	101674	71269	48038	137128	136788	111792	108145	114077	203224	103944	342480	167600	150246	364923	153591	761272	596519	60677	79190	216548	122215	144679	115172	166143	81547	102236	79996	49494	169161	236136	234024	586612	49358	150825	117007	165545	242947	132352	286816	178386	185661	42089
111	Win018_C04	1332.24	-99	953370	1036877	904042	914396	924525	653772	1088657	1032552	966538	982149	911260	1035716	1289575	994793	1016702	833638	726946	384526	523977	634621	723935	1226360	983509	1067186	857048	829184	884048	1026258	726784	754058	1093965	656226	642148	998740	503842	753698	518521	745450	717745	806908	816312	619043	1048846	707326	900734	712082	790046	812326	996861	758796	629225	1239040	748922	965400	810622	535857	504759	581945	909341	941041	859165	568522	966210	673181	779997	644141	455341	655315	1205253	803554	760541	651695	822611	552208	1148753	559783	810630	949768	583446	492156	941405
112	Win018_C05	1335.77	-99	448113	696263	350381	1443350	1001189	1554559	444354	469334	375384	507556	973623	508737	752707	323305	488932	461785	2791970	451546	437822	299291	462242	780142	858713	463761	398107	1594067	1002076	413923	835256	3258541	359080	318439	396157	576276	354819	839284	112733	1036511	273788	636846	1090756	209268	441673	494377	480150	676112	750483	529308	347543	272230	281490	370925	537921	445996	506462	384308	186102	157719	318767	273933	281077	259711	459872	214950	282881	185904	162632	229139	743477	361027	1845493	123998	262943	127612	254506	294714	269903	264855	306860	196815	265586
113	Win018_C06	1339.3	-99	261107	393566	173295	577473	539390	762670	539881	215842	159911	285288	218018	181744	373974	243872	255717	125856	647286	303413	123532	152652	308342	282125	419193	320151	283174	1859451	1896525	294675	212897	6046347	83999	95691	76876	137097	122222	108986	131391	255074	173826	376574	146798	210015	133245	200813	210556	237498	187512	115065	140789	120187	302879	247853	691217	177976	231902	150861	357416	75009	198953	119895	113917	95692	401982	152265	192569	91738	83634	198049	5225045	559524	1086205	85885	207856	62255	110355	80128	75441	111179	82191	72080	98416
114	Win018_C07	1341.22	-99	4399745	4595937	3246703	4895149	3006015	2279679	3555646	5033792	2733518	3974283	2236167	3592782	4162547	1953624	2522575	2249528	1441981	964748	2171143	1627669	2549380	5374640	3514274	3888291	2417606	1544679	2070420	2717330	2776440	1399351	2339430	1807797	1552465	1951893	1445180	2786937	1533955	2000770	2093043	2872636	2029567	1760664	3145658	2174466	2521843	2137533	3304135	2351269	1874635	1458032	1640053	2497876	1685920	2054052	1352757	829372	968506	777704	1550605	1500714	1708110	940569	2087363	1727919	1662771	1952397	800707	1307230	2115569	1396436	1041190	1364101	1574163	912778	1516506	723738	1524173	1340825	891074	1120608	1599801
115	Win018_C08	1355.98	-99	1492359	826601	904794	1267408	752793	830984	1174937	1379529	1024576	1063204	573172	1276185	907063	566089	952944	589925	662485	474316	427547	983771	654238	1388028	1248914	1406910	1363982	901320	657274	1007304	658703	636949	905525	706903	497390	443888	565433	582946	833508	792687	748303	943928	575283	689014	482651	726252	1222834	757230	1049830	595030	787124	878530	434858	1386434	446620	1238264	636421	303300	385595	253276	993030	817360	960316	429344	903819	948652	704920	855670	309754	614246	646666	696950	761237	352728	839	395862	730060	380222	315966	468439	230947	624070	635285
116	Win019_C01	1370.75	-99	251801	357299	292134	663905	752379	479977	418032	239588	236158	299952	234874	264345	374554	238765	319227	157284	415275	250454	289858	244661	264879	455739	652718	327438	315093	521050	641138	135492	484766	6760345	107790	58692	124825	363131	180952	209307	31003	1050428	121741	216452	194567	46219	197835	260716	227421	483784	206366	216883	201934	230685	366190	241412	550235	290153	446691	336062	173185	61702	215924	211707	137763	119810	202035	124066	178988	111299	129335	210368	1736617	351678	637609	64785	221855	96482	127733	97185	114334	162708	197404	85081	37178
117	Win019_C02	1378.77	-99	204074	217836	138311	192860	234371	413474	175569	137190	120130	141030	199573	155977	247162	121115	144368	152818	149547	156620	84640	98097	171499	286126	212034	188752	140756	457305	384361	37686	67720	483680	29231	24891	33428	78986	30651	36914	7745	114825	30648	64414	44884	36086	22831	159842	178153	154885	77336	46277	136490	130062	99978	143571	176124	163210	215542	133493	90104	72324	137272	156038	182560	137701	207449	80058	133336	110903	101188	127319	354557	166829	217564	45990	110198	19332	26592	42053	21597	11775	46129	38709	22475
118	Win019_C03	1383.26	-99	343484	407309	247824	612505	450183	736817	314914	240689	216555	257648	393994	274021	407337	206686	264644	262857	441591	229523	135172	153229	373308	454301	463277	282648	277066	560727	536681	73758	187724	1548189	64323	56622	61226	166097	101125	117401	17703	268798	63079	207774	143638	61524	83052	311595	304400	348736	145362	99504	191336	154157	184879	244968	219331	216692	260887	196063	161969	102740	203457	245545	222299	169772	294589	91511	196243	155711	147886	144913	450336	236475	496039	68023	148616	30403	31989	49122	26050	24005	63399	37147	44163
119	Win019_C04	1386.79	-99	2297629	3275708	1483586	4712299	5413673	4894659	2499405	1682917	1451434	1686902	2865820	1771514	2718031	1543183	2073936	1436890	7843853	1357892	1019370	1309554	2319729	3148998	4142016	2221529	2315064	4269809	4422438	545434	4077499	19118059	592447	454152	368073	2538961	1202340	991195	134954	3049096	800460	1532192	950641	560652	911387	1513246	1518378	1632662	992304	774177	1360438	896862	1869977	1636371	2105354	1561457	1573194	924913	2001442	615169	1198629	1356975	1229511	813743	1610707	829170	1264862	638411	564054	1015835	7951238	2061496	10534593	616627	1337493	160803	434283	338730	294544	196184	839084	323880	179856
120	Win019_C05	1388.08	-99	496721	616804	280950	365637	498321	1165373	479487	463049	268945	300506	420042	386156	570766	333184	373019	227923	454917	351341	202466	238245	384303	653010	311454	422064	341975	2264426	1856134	150977	333379	3083931	79020	53910	31019	189013	108820	118143	28317	200314	68972	158303	70625	68035	106437	219548	176893	155354	162510	110093	266214	198441	339602	319468	648119	282957	341426	154968	306948	142684	278055	206790	182307	146003	407638	87348	236756	133913	73551	186606	1799863	420956	960435	97743	255496	23819	15509	53444	32553	40418	85061	48572	28969
121	Win020_C01	1404.76	-99	2268492	1614757	1924618	1994283	1272873	1487764	2201614	1928849	1737619	1860492	1261972	1930559	1677605	1107159	1602151	1192502	850044	681358	744127	1095485	1190245	2210126	1783567	2182969	1466101	1273658	1084210	1344535	1089607	705268	1079651	944916	854649	596236	868235	655447	1327656	1147937	1136757	1361561	849133	1047959	660387	1143388	1431195	1036304	1108810	685727	1186413	1647936	914627	1612414	959291	1731082	806307	527076	687941	498730	1194271	1233136	953137	761731	1228187	1047965	972055	1478970	456075	797784	1048670	918150	754102	707992	870220	375755	512674	494065	233881	414749	330148	732565	590404
122	Win020_C02	1410.22	-99	191753	208378	113304	282085	322393	340352	187813	71994	93967	167431	85694	93472	265993	76870	142423	91511	206733	32272	70081	76922	113976	245770	287010	214552	141567	222349	356147	13070	110606	8078363	36628	16318	22415	100981	34499	28660	6776	418126	16421	141710	37713	4452	23531	120557	124861	287068	88146	26941	88478	108064	63055	141257	190924	113033	69887	77960	87592	22414	78895	81732	89715	61404	114895	60940	81158	64248	38898	43526	1282614	66158	240538	11812	74290	6577	5261	4549	670	1278	12155	2844	1713
123	Win020_C03	1416.96	-99	202498	246802	204905	256945	271767	303269	246584	231507	231491	196726	207841	216320	234016	152966	229121	129409	306456	302438	164668	222929	211594	211877	191963	235368	198133	431736	466375	153321	123264	418692	172322	112298	177143	135768	217250	140132	116492	202427	122339	160373	120829	120418	150534	198650	277420	196869	165291	190495	186478	296055	208914	247919	298516	203808	358271	295107	90058	170885	250946	170508	139541	143562	197271	228740	142872	140966	120593	175759	321690	192541	203195	82913	157776	138486	155615	155138	135706	156715	129574	135792	151205
124	Win020_C04	1421.77	-99	461083	360152	345837	438879	489797	378383	490749	361907	368543	389711	419578	477091	539685	449706	438873	1749781	1188521	548852	1174846	393157	633292	458038	1168207	501542	647369	508402	32516	827871	800508	471888	413197	517704	498727	479630	437904	273000	541717	104980	321905	435858	304142	296024	484656	307627	23154	158656	80582	197973	145192	142328	142707	102894	194553	739748	1013995	40312	234355	6431	592902	414095	696809	209556	331605	39471	317671	537338	252716	228580	894970	273322	1407899	325074	132025	169980	171712	369073	163383	654359	783714	691958	374040
